1	1	<p>Zuhause</p>	1	2019-06-07 07:18:01	2019-06-07 07:18:01
2	2	<p>Careertestpro.com ist Teil von Making Moves B.V. | (c) 2019, Alle Rechte vorbehalten.</p>	1	2019-06-07 07:18:01	2019-06-07 07:18:01
3	3	<p>FAQ</p>	1	2019-06-07 07:18:01	2019-06-07 07:18:01
4	4	<p>Blog</p>	1	2019-06-07 07:18:01	2019-06-07 07:18:01
5	5	<p>Kontaktiere uns</p>	1	2019-06-07 07:18:01	2019-06-07 07:18:01
6	6	<p>Über uns</p>	1	2019-06-07 07:18:01	2019-06-07 07:18:01
7	7	<p>Nimm den Test</p>	1	2019-06-07 07:18:01	2019-06-07 07:18:01
8	8	<p>MÖCHTEN SIE MEHR EINBLICK IN IHRE PERSÖNLICHKEIT GEWINNEN</p>	1	2019-06-07 07:18:01	2019-06-07 07:18:01
9	9	<p>Unser Test gibt Ihnen klare Interessenbereiche und Berufe, die am besten zu Ihnen passen</p>	1	2019-06-07 07:18:01	2019-06-07 07:18:01
10	10	<p>Sehen Sie sich einen Beispielbericht an</p>	1	2019-06-07 07:18:01	2019-06-07 07:18:01
11	11	<p>Runterscrollen</p>	1	2019-06-07 07:18:01	2019-06-07 07:18:01
12	12	<p>Ziele und Vorteile</p>	1	2019-06-07 07:18:01	2019-06-07 07:18:01
13	13	<p>Umfangreicher Bericht, Schritt für Schritt, vollständig anonym</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
14	14	<p>Über 25 Berichtsseiten</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
15	15	<p>Ein ausführlicher Bericht, der Ihre Persönlichkeit, Kompetenzen, Interessen und Qualitäten mit entsprechenden Berufen und Bildungsniveau aufzeigt.</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
16	16	<p>RIASEC-Methode</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
17	17	<p>Unser Test erstellt einen personalisierten 3-Buchstaben-Code, basierend auf den Persönlichkeitstypen von RIASEC. Diese Methode hilft, Kompetenzen genauer zu definieren.</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
18	18	<p>Völlig anonym</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
19	19	<p>We respect your privacy. Get PDF directly on your email - means no one else can see results, except of you.</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
20	20	<p>Zeit ist wichtig</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
21	21	<p>Wir schätzen Ihre Zeit. Deshalb dauert unser Test nur 15 Minuten oder weniger. Sparen Sie Ihre wertvolle Zeit!</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
22	22	<p>Wie funktioniert es</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
23	23	<p>Nur 3 einfache Schritte zum Ergebnis</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
24	24	<p>Klicken Sie auf die Schaltfläche Test nehmen</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
25	25	<p>Danach gelangen Sie auf die Testseite</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
26	26	<p>Beginnen Sie mit dem Test</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
27	27	<p>Nehmen Sie sich Zeit und genießen Sie den Test</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
28	28	<p>Erhalten Sie einen Bericht in Ihrer E-Mail</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
29	29	<p>Laden Sie es einfach mit einem Klick herunter</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
30	30	<p>Alle Eignungsprüfungen</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
31	31	<p>Holen Sie sich jetzt mehr für weniger!</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
32	32	<p>Lorem ipsum dolor sitzen amet</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
33	33	<p>Lorem ipsum dolor sitzen amet</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
34	34	<p>Lorem ipsum dolor sit amet</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
35	35	<p>Lorem ipsum dolor sitzen amet</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
36	36	<p>Bester Wert</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
37	37	<p>Haben Sie Fragen?</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
38	38	<p>Sie können uns gerne kontaktieren!</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
39	39	<p>Gib deinen Namen ein</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
40	40	<p>Geben sie ihre E-Mail Adresse ein</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
41	41	<p>Gib deine Nachricht ein</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
42	42	<p>Senden</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
43	43	<p>Häufig gestellte Fragen</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
44	44	<p>Wir helfen Ihnen gerne weiter!</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
45	45	<p>Welche Methode verwendet CareertestPro?</p>	1	2019-06-07 07:18:02	2019-06-07 07:18:02
