"26","IRA","Borstchirurg","HBO/WO","4-5","8","Brustchirurg",,"Breast Surgeon",
"25","IRA","Viroloog","HBO/WO","4-5","8","Virologe",,"Virologist",
"24","IRA","Plastisch chirurg","HBO/WO","4-5","8","Plastischer Chirurg",,"Plastic Surgeon",
"23","IRA","Orthopedisch chirurg","HBO/WO","4-5","8","OrthopÃ¤discher Chirurg",,"Orthopedic Surgeon",
"22","IRA","Neurochirurg","HBO/WO","4-5","8","Neurochirurg",,"Neurosurgeon",
"21","IRA","Microbioloog","HBO/WO","4-5","8","Mikriobiologe",,"Microbiologist",
"93","IRO","Landbouwtechisch ingenieur","HBO/WO","4-5","8",,,"Agricultural engineer",
"94","IRO","Industrieel ingenieur","HBO/WO","4-5","8",,,"Industrial Engineer",
"20","IRA","Chirurg","MO","3-4","8","Chirurg",,"Surgeon","Chirurg"
"27","IRA","Luchtvaarttechnicus","HBO/WO","4-5","8","Luftfahrttechniker",,"Aviation Technician",
"28","IRA","Ruimtevaarttechnicus","HBO/WO","4-5","8","Raumfahrttechniker",,"Aerospace Technician",
"29","IRA","Research & Development manager","HBO/WO","4-5","8","Research & Development Manager",,"Research & Development Manager",
"30","IRA","Martitiem technicus","HBO/WO","4-5","8","Maritimtechniker",,"Marine Engineer",
"31","IRA","Archeoloog","HBO/WO","4-5","8","ArchÃ¤ologe",,"Archaeologist",
"32","IRA","Geograaf","HBO/WO","4-5","8","Geograph",,"Geographer",
"33","IRA","Medisch wetenschapper","HBO/WO","4-5","8","Medischer Wissenschaftler",,"Medical Scientist",
"34","IRA","Bioloog (moleculair)","HBO/WO","4-5","8","Molekularbiologe",,"Molecular Biologist",
"35","IRA","Bioloog (cellulair)","HBO/WO","4-5","8","Zellbiologe",,"Cellular Biologist",
"36","IRA","Natuurkundige","HBO/WO","4-5","8","Physiker",,"Physicist",
"37","IRA","Agronoom","HBO/WO","4-5","8","Agronom",,"Agronomist",
"38","IRA","Aardkundige","HBO/WO","4-5","8","Geologe",,,
"39","IRA","Maritiem technicus","MBO","3","5","Maritimtechniker",,"Marine Engineer",
"40","IRA","Boomchirurg","MBO/HBO","3-4","6","Baumpfleger",,"Tree Surgeon",
"41","IRA","Landschapsarchitect","HBO/WO","4-5","8","Landschaftsarchitekt",,"Landscape Architect",
"42","IRA","Cartograaf","HBO/WO","4-5","8","Kartograf",,"Cartographer",
"43","IRA","Ingenieur industrieel ontwerper","HBO/WO","4-5","8","Wirtschaftsingenieur",,"Industrial Design Engineer ",
"44","IRA","Stedebouwkundig ingenieur","HBO/WO","4-5","8","Stadtplanungsingenieur",,"Urban Planning Engineer",
"45","IRS","Voedingsdeskundige / DiÃ«tist","HBO","4","7",,,"Nutritionist / Dietitian",
"46","IRS","Voedingsadviseur","MBO","3","5",,,"Nutrition Advisor",
"47","IRS","Assistent dierenarts","MBO","3","5",,,"Veterinary Assistant",
"48","IRS","Dierenverzorger (proefdieren)","MBO","3","5",,,,
"49","IRS","Radiologisch assistent","MBO","3","5",,,"Radiology Assistant",
"50","IRS","Assistent echoscopist","MBO","3","5",,,"Ultrasound Assistant",
"51","IRS","Medisch instrumentenmaker","HBO/WO","4-5","8",,,,
"52","IRS","Orthopedisch instrumentenmaker","HBO/WO","4-5","8",,,,
"53","IRS","Verpleegkundige","MBO","3","5",,,"Nurse",
"54","IRS","Paramedicus","HBO/WO","4-5","8",,,"Paramedic",
"55","IRS","Hoorspecialist / Audicien","MBO","3","5",,,"Hearing Specialist",
"56","IRS","Fysiotherapeut assistent","MBO","3","5",,,"Physical Therapist Assistant",
"57","IRS","Bewegingswetenschapper","HBO/WO","4-5","8",,,,
"58","IRS","Sportconsultant","HBO/WO","4-5","8",,,"Sports Consultant",
"59","IRS","Anesthesist","HBO/WO","4-5","8",,,"Anesthetist",
"60","IRS","Tandarts","HBO/WO","4-5","8",,,"Dentist",
"61","IRS","Orthodontist","HBO/WO","4-5","8",,,"Orthodontist",
"62","IRS","Tandprotheticus","HBO/WO","4-5","8",,,,
"63","IRS","Radioloog","HBO/WO","4-5","8",,,"Radiologist",
"64","IRS","Chirurg","HBO/WO","4-5","8",,,"Surgeon",
"65","IRS","Dierenarts","HBO/WO","4-5","8",,,"Veterinarian",
"66","IRS","Allergoloog","HBO/WO","4-5","8",,,"Allergist",
"67","IRS","Immunoloog","HBO/WO","4-5","8",,,"Immunologist",
"68","IRS","Dermatoloog","HBO/WO","4-5","8",,,"Dermatologist",
"69","IRS","Internist","HBO/WO","4-5","8",,,"Internist",
"70","IRS","Neuroloog","HBO/WO","4-5","8",,,"Neurologist",
"71","IRS","Gynaecoloog","HBO/WO","4-5","8",,,"Gynecologist",
"72","IRS","Oogarts","HBO/WO","4-5","8",,,"Ophthalmologist",
"73","IRS","Optometrist","HBO/WO","4-5","8",,,"Optometrist",
"74","IRS","Revalidatiearts","HBO/WO","4-5","8",,,"Rehabilitation Physician",
"75","IRS","Podoloog","HBO/WO","4-5","8",,,"Podiatrist",
"76","IRS","Teamarts (professionele sport)","HBO/WO","4-5","8",,,"Sports Team Doctor",
"77","IRS","Uroloog","HBO/WO","4-5","8",,,"Urologist",
"78","IRS","Landbouwkundige / landbouwconsulent","HBO/WO","4-5","8",,,"Agricultural Consultant",
"79","IRS","Chemicus","HBO/WO","4-5","8",,,"Chemist",
"80","IRS","Chiropractor","HBO/WO","4-5","8",,,"Chiropractor",
"81","IRS","Fysiotherapeut","HBO/WO","4-5","8",,,"Physiotherapist",
"82","IRS","Kaakchirurg","HBO/WO","4-5","8",,,"Oral Surgeon",
"83","IRS","Protheticus","HBO/WO","4-5","8",,,"Prosthetist",
"84","IRS","Acupuncturist","HBO/WO","4-5","8",,,"Acupuncturist",
"85","IRS","Biotechnisch laborant","MBO/HBO","3-4","6",,,"Biotechnology Lab Assistant",
"86","IRS","ArbeidshygiÃ«nist","HBO","4","7",,,,
"87","IRS","Klinisch-chemisch ingenieur","HBO/WO","4-5","8",,,,
"88","IRS","Fysioloog","HBO/WO","4-5","8",,,"Physiologist",
"89","IRS","Keel-, neus, en oorarts","HBO/WO","4-5","8",,,"E.N.T. specialist ",
"90","IRS","Medisch specialist","HBO/WO","4-5","8",,,"Medical Specialist ",
"91","IRS","Orthopedisch chirurg","HBO/WO","4-5","8",,,"Orthopedic Surgeon",
"92","IRS","Radiodiagnost","HBO/WO","4-5","8",,,,
"95","IRO","Geologisch ingenieur","HBO/WO","4-5","8",,,,
"96","IRO","Bodemkundige","HBO/WO","4-5","8",,,"Soil expert",
"97","IRO","Sterrenkundige","HBO/WO","4-5","8",,,"Astronomer ",
"98","IRO","Hydroloog","HBO/WO","4-5","8",,,"Hydrologist",
"99","IRO","Klimatoloog","HBO/WO","4-5","8",,,"Climatologist",
"100","IRO","GIS expert","HBO/WO","4-5","8",,,"GIS Specialist",
"101","IRO","Aquatisch ecoloog","HBO/WO","4-5","8",,,,
"102","IRO","Research & Development wetenschapper","HBO/WO","4-5","8",,,"R&D (Research & Development) Scientist",
